"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b0980",1422.94733600562,4.01885235951622,0.2298868493374,17.4818714993907,1.96928246003072e-68,1.70483595825517e-66
"b0981",727.842479339951,0.978977185550389,0.205466074824837,4.76466582809343,1.89166890716408e-06,7.09501282421755e-06
"b0984",161.884278935598,-1.75248319157885,0.348024389412632,-5.03551832828887,4.76557525424924e-07,1.92529240271669e-06
"b0985",33.3764610059362,-5.78695166235264,1.17636501493498,-4.91935036224494,8.68319207772014e-07,3.39797977801558e-06
"b0986",40.6978918518017,-3.05726561565436,0.791859891966951,-3.86086686125777,0.000112985459767085,0.000317827798628631
"b0987",88.582275466782,-2.43568201438145,0.452695558263321,-5.38039742144914,7.43215791990526e-08,3.28339912529505e-07
"b4516",16.8343803582277,-3.05514478581794,0.981065626590193,-3.11410847859021,0.00184501642169539,0.0041084302681532
"b0988",363.668513179936,-1.31942715115132,0.240900581773092,-5.47706087482225,4.32448478808342e-08,1.98318534822161e-07
"b0989",95.9457971928232,-4.26640263225225,0.527329804391443,-8.09057746541716,5.93825184948103e-16,6.31329933471141e-15
"b0990",3677.10300202669,-3.57322270466058,0.263846851936956,-13.5427907455738,8.74041483701723e-42,3.86217080610699e-40
"b4723",67.8455549436561,-2.398671138454,0.501525426434071,-4.78275080788815,1.72912432692283e-06,6.53156312983672e-06
"b0991",12.4215244064456,-4.31564022084798,1.35740085117823,-3.1793410303979,0.00147610311560305,0.00335924324913526
"b4517",16.9074914790893,-3.08395764024944,0.963978308204677,-3.19919817074829,0.00137810404790321,0.00315824817461124
"b0993",409.21081425919,-0.701804952120031,0.268920035240336,-2.60971612432232,0.00906173850209627,0.0174885781282495
"b0994",170.505766734104,1.31808378849366,0.349605253609916,3.77020589617444,0.00016311292176876,0.000444967854754392
"b0995",178.678969431437,0.797778841254105,0.297015029023955,2.68598812617581,0.00723156586656655,0.0142879843530393
"b0998",753.482477620973,2.35675704707109,0.246567832178259,9.55825026424063,1.19764324985092e-21,2.03216106634705e-20
"b0999",4314.53843485816,3.5842384535516,0.180730129933919,19.8319917927471,1.57670866040105e-87,2.4771844953412e-85
"b1000",12187.5612565833,3.58027192732752,0.168860822887384,21.2025019546141,9.0552251756432e-100,1.74601205432175e-97
"b1002",10829.4302628392,2.13936105493745,0.222713615581623,9.60588354398743,7.55075236920065e-22,1.29154401411892e-20
"b1003",4308.1253707225,1.7715421153165,0.188734424785964,9.38642813745045,6.20694884667243e-21,1.01268757721479e-19
"b1004",9778.2123256124,1.78157429367137,0.176776857055832,10.0780968919969,6.90505440694644e-24,1.4014947748453e-22
"b4518",4703.94297432249,4.31721338897884,0.175286943572058,24.6294065091282,6.11775821344212e-134,1.73010202276143e-131
"b1006",172.419980062983,1.33169487378375,0.313319646719087,4.25027567766188,2.13507570326342e-05,6.85097665147008e-05
"b1012",20.6133448667356,-1.76043698637425,0.78513541856481,-2.24220808888261,0.0249479266146305,0.0432661916186682
"b1014",16547.7743049255,-2.02295072489101,0.313259638043102,-6.45774456463065,1.06274921266171e-10,6.64923622435245e-10
"b1015",3979.0741700852,-2.07646044431707,0.28645037732251,-7.24893597182878,4.20058387612998e-13,3.42012990451888e-12
"b1018",430.685581180665,-0.893826596703988,0.24203759838997,-3.69292458134483,0.000221689784509925,0.000591581532971956
"b1019",403.56188788972,-1.3096214626164,0.241233162670963,-5.42886163791126,5.67146294756169e-08,2.5378001923583e-07
"b1020",1569.10083124207,0.711031913191116,0.313011106142083,2.27158685183637,0.0231114757657602,0.0404952004123729
"b1021",80.9767209144283,-3.07575724467322,0.474942865083895,-6.47605737614336,9.41502584446178e-11,5.93440410582569e-10
"b1022",191.727659176804,-3.89678309019506,0.389760116741694,-9.99790107507992,1.55661271897916e-23,3.10007096427681e-22
"b1023",272.140251535132,-3.718914826966,0.367267115524474,-10.1259129112478,4.24003362135166e-24,8.90407060483849e-23
"b1024",853.933965454423,-4.06141277814478,0.305760748463805,-13.2829763092549,2.90609347476768e-40,1.24521702221864e-38
"b1025",182.172407280409,-2.51265334476581,0.330725594574745,-7.59739610717654,3.02148613904039e-14,2.82315951581703e-13
"b1026",6.76758071092931,-5.94940666713865,1.98660914524651,-2.99475449480044,0.00274665817307532,0.00591437764984035
"b1029",30.2782807197463,-1.84692163412691,0.673529106515979,-2.74215563404622,0.00610374137315274,0.0122017299269151
"b1033",792.416560944352,0.883448030274035,0.214085955609054,4.12660432470085,3.6815902968517e-05,0.000112273947082997
"b1034",1044.86333773532,0.928299335149786,0.199709178008233,4.64825575072727,3.34753701211533e-06,1.2023922104482e-05
"b1036",710.094847176987,-0.658785844540137,0.209018303357475,-3.15180935811848,0.00162262176368997,0.0036612561284962
"b1040",292.756777950056,1.61504197317484,0.328897089929848,4.91047814840601,9.08545806508565e-07,3.54232657280269e-06
"b1042",64.422728617879,1.52616698590935,0.447344180480615,3.41161694395951,0.000645787936790684,0.00158657922108762
"b1043",14.2533289581911,-2.88499043324081,1.20033054399013,-2.40349664322509,0.0162391161035706,0.0295649487173162
"b1045",947.190328104106,1.95854541110879,0.21860542812259,8.95927163350435,3.26830100261905e-19,4.68382866659122e-18
"b1046",1213.62084117372,1.42863895008906,0.201691196548675,7.08329850055842,1.40763014001462e-12,1.09162103362742e-11
"b1047",337.679814004169,-1.56698815584316,0.302874838901866,-5.1737151937896,2.29484541016787e-07,9.64790310201396e-07
"b1048",5212.17085267803,1.23512509983446,0.164828986756974,7.49337312650924,6.7125719000339e-14,6.110457081533e-13
"b1049",8451.62051504138,1.1455056209937,0.174625801527659,6.55977301734687,5.3889743321587e-11,3.50613943512534e-10
"b1050",1556.30645431865,2.09238438467939,0.196165617851652,10.6664175281813,1.46153191478282e-26,3.64695198971101e-25
"b1051",2484.09518400713,1.67319677119422,0.205323524215195,8.14907486898859,3.66718867886665e-16,3.98877291685957e-15
"b1053",508.078872952704,0.653770920447075,0.255820934002724,2.55558022644117,0.0106010920287139,0.0201117318362274
"b1054",2227.80124668783,0.775466051694413,0.268816641916141,2.88473974738634,0.00391737354498402,0.00821428501128137
"b1056",297.359130906911,0.765360351032556,0.250994687383901,3.0493089674919,0.00229368455318557,0.00501795248819659
"b1057",65.34972856775,-1.60156926452029,0.505433283068897,-3.16870558028126,0.0015311941778981,0.00346972526850627
"b1061",1355.18291838505,-3.70449488021021,0.20774811739907,-17.8316652231997,4.01288926116381e-71,3.9779954692775e-69
"b1062",688.839236639379,-1.03346345913164,0.232365238144932,-4.44758203672032,8.68422970539192e-06,2.99013818265199e-05
"b1063",1612.0831412775,0.917241896572304,0.261448146570127,3.50831286664439,0.000450958369381168,0.00114002705775621
"b1064",4025.59239507489,3.19819572143372,0.227704653491254,14.0453682979147,8.22397273175116e-45,4.00989566989522e-43
"b1065",1229.76997743859,1.89876809908276,0.188858800245877,10.0539032155808,8.82991565626152e-24,1.78364296256483e-22
"b1066",859.295955639208,1.45711917050576,0.213626101155547,6.82088547524815,9.04810539903536e-12,6.35464620905762e-11
"b1067",805.833499565916,1.56795992703414,0.226394910506679,6.92577374431696,4.33598993958337e-12,3.13878316104312e-11
"b1068",1012.81084699451,1.62108258133891,0.224957640465755,7.20616813895542,5.75483366654788e-13,4.61474563582157e-12
"b1069",608.816778646396,-0.806016140733356,0.229239095829804,-3.51605007782693,0.000438018358059733,0.00110929783575486
"b1073",18.4423890162178,-3.21987311873038,1.06582481798025,-3.02101533423859,0.00251928601204797,0.00546081311349386
"b1074",14.8041389852586,-2.40224090385221,1.00104651196488,-2.39972955815712,0.0164071886169633,0.02980697820692
"b1076",109.004336503388,-1.47889525046772,0.491609257562002,-3.00827380225077,0.00262736308308704,0.00567767406951361
"b1077",86.6298969603637,-1.29115802224351,0.574969054973101,-2.24561306573954,0.0247288028558206,0.0429916318501602
"b1082",241.544317406562,-1.37526801097468,0.389076041355096,-3.53470238410163,0.000408234677875582,0.00104070402857465
"b1085",1715.40951237939,-0.540413494668088,0.210697908995272,-2.56487355401431,0.0103213410829025,0.0196424983731146
"b1086",1145.404911745,-1.56313836176066,0.213797938755511,-7.31128826994068,2.64593197746211e-13,2.19648599772882e-12
"b1087",965.460604937285,0.684164031362353,0.207910448742752,3.2906668976934,0.0009995019108344,0.00236870801027413
"b1088",10662.9217671637,-1.25494657214011,0.180300217341124,-6.96031646909101,3.39509195684417e-12,2.50905576322874e-11
"b1089",7862.81944355887,-0.392971333862344,0.174845108047021,-2.24753976963806,0.0246055519120345,0.0428124492251233
"b1092",4231.14322889515,0.713177810590656,0.169565788889145,4.20590624596393,2.60038023760867e-05,8.18871427271291e-05
"b1093",18167.8249187766,1.02135989186035,0.172945081919576,5.9056891385631,3.51175621716478e-09,1.83233331773838e-08
"b1094",24672.2113554676,0.795888144791582,0.162782861618137,4.88926252358563,1.01214441991093e-06,3.92819453729383e-06
"b1095",14201.805971109,-0.595316296178692,0.163908159681801,-3.63201134912622,0.000281220750618914,0.000735473751002115
"b1098",630.171663017059,0.549009350706874,0.212606759019699,2.58227609149531,0.00981510292502859,0.0187801834045879
"b1099",893.151939757401,0.47371381152404,0.196008851110708,2.4167980621267,0.0156577010037324,0.0286292964042382
"b1100",2478.46692541416,1.29346537720136,0.183374624377101,7.05367703734958,1.74250558902912e-12,1.33907766461259e-11
"b1101",5476.82753594771,0.737876388531921,0.169253093999505,4.35960354458324,1.30298289532493e-05,4.35216806454201e-05
"b1103",1182.72740610009,1.09966902386924,0.196795526212982,5.58787613230151,2.29863501123955e-08,1.09682898961509e-07
"b1104",824.32984045189,1.03384895809929,0.227972080202601,4.53498058701092,5.76087839205382e-06,2.01787105697014e-05
"b1105",1924.30645581675,1.14147538183765,0.176536360562732,6.46595057357619,1.00663979866221e-10,6.31681364781816e-10
"b1106",529.904495140131,0.788340996343269,0.247893883080623,3.18015509921588,0.00147196245671648,0.00335161821867489
"b1107",1328.13816139095,1.03661400529224,0.207195655506811,5.00306824849499,5.64249532579228e-07,2.26233130170235e-06
"b1108",2055.75886444583,1.55090272944073,0.233401854794882,6.64477465615554,3.03681325379984e-11,2.00969763223384e-10
"b1109",2565.28018037706,0.989507716184047,0.401454761333863,2.46480503281698,0.013708782262553,0.0254052662113367
"b1110",2765.65630026101,0.999297215113041,0.36357392268234,2.74853930045512,0.00598614581401137,0.0119835915729288
"b1111",1089.81741703623,1.72963688853449,0.288405109070104,5.99724773985907,2.00689774059093e-09,1.07085034158323e-08
"b1114",4162.74667611715,1.66507251688542,0.168515220918263,9.88084345029608,5.04068274201349e-23,9.46131689894745e-22
"b1118",1812.88834120044,0.586911143876347,0.191278404122847,3.06836073088213,0.00215236627364853,0.00473810987691596
"b1119",1891.36124702579,0.928048681819098,0.195544972487009,4.74596032828587,2.07519385756049e-06,7.74227998572699e-06
"b1120",1171.40486325842,0.500819407137508,0.223093955474834,2.24488111330297,0.0247757657134249,0.0430428450935183
"b1121",49.5879737602616,-2.70303883348972,0.576516695843158,-4.68856991129547,2.75120926295852e-06,1.00782639839983e-05
"b1122",22.6654616031688,-1.70181889695042,0.742284432458166,-2.29267760784722,0.0218665726330637,0.0385848590305559
"b1123",3234.72188348492,1.80434205717591,0.238556326331054,7.56358921570559,3.92096665903402e-14,3.63160274402234e-13
"b1125",317.917124691934,-0.601401249164781,0.252309322077243,-2.38358711526586,0.0171448260202754,0.0309877937699226
"b1126",1085.62091823957,-1.15182022780386,0.224468810989806,-5.13131522693444,2.87724583052896e-07,1.19542378189068e-06
"b1127",3110.60976207553,1.59626992940159,0.197881609781605,8.06679272097765,7.21689201564788e-16,7.59653993309635e-15
"b1128",5742.62335736575,1.70970708603047,0.187701171730697,9.10866496072523,8.34019053029722e-20,1.26806767847745e-18
"b1129",1452.48919375093,0.429736431055708,0.192881954078408,2.22797634495665,0.0258820924667192,0.0446853220365579
"b1130",1125.47298842562,0.774716682061914,0.19494727243091,3.97398061743323,7.0681317546524e-05,0.000205503871852196
"b1131",2193.30775644747,0.860723429276501,0.196225980202848,4.38638873602124,1.15248074781438e-05,3.88310034331106e-05
"b1134",348.800775738841,1.00701462891119,0.267050873525218,3.77087187777385,0.000162678183372119,0.000444067473529299
"b1135",420.708073138905,0.583638846668635,0.233101103661343,2.50380130124379,0.0122867014732767,0.023000965423495
"b1136",26288.8957555822,1.74450391013159,0.208207875547502,8.37866437830101,5.35316816092565e-17,6.3430556811862e-16
"b1137",129.139669726602,-1.2488318087617,0.384015209359809,-3.25203736290451,0.00114580958804639,0.00268983080934852
"b1140",217.307385750541,-1.66583018861642,0.377877861149532,-4.40838260158677,1.04145447312036e-05,3.53427989998124e-05
"b1141",30.3014364022927,-1.84654445262139,0.732968406861404,-2.51926881886814,0.0117598836275998,0.0220829687243375
"b1143",314.821476790767,-0.845854125436339,0.298119489704977,-2.83729898462327,0.00454969854521719,0.00939621286699674
"b1144",187.575571380026,-2.74289510970812,0.373886402310688,-7.3361724116109,2.19788853697373e-13,1.84622637105793e-12
"b1145",654.385185357479,0.954847294212181,0.211248923500806,4.52001022484992,6.18366447453179e-06,2.15893865851554e-05
"b1146",36.5619877041135,-2.44118812530499,0.822085370120335,-2.96950683473135,0.00298278176976519,0.00635188768440961
"b1147",143.341716734349,-1.81019822867522,0.50953785944206,-3.55262753322662,0.000381404086995758,0.000975235766748646
"b1148",28.7578671488365,-1.69041616479753,0.669786714279282,-2.52381262386861,0.0116089787787933,0.0218479538507726
"b1149",146.865658275478,-1.6959384674364,0.422481720233643,-4.01422922274246,5.96403660603845e-05,0.00017520390085052
"b1158",10.132615992876,-2.98230964335428,1.36012427789294,-2.19267436941451,0.0283308486633471,0.0483814251328174
"b1160",15.2249346571029,-4.58918774865728,1.33807767424076,-3.42968710785885,0.000604277638697753,0.00149292122501798
"b1161",21.0843257406879,-3.5020031229038,1.09487936155282,-3.19852875657191,0.00138130756101958,0.00316388049343687
"b1162",1133.69938974968,0.927802349094141,0.232717576650092,3.98681682084186,6.6965686910481e-05,0.000195504778991232
"b1164",20.8146468118406,-1.77676414397627,0.791488914281658,-2.24483768744737,0.0247785543890551,0.0430428450935183
"b1166",274.061846079973,1.56936715193383,0.268614068653299,5.84246074601334,5.14353091159504e-09,2.62561469638822e-08
"b1171",254.960357139963,-2.75020806058751,0.347172349426163,-7.92173704251879,2.34215229988995e-15,2.38831972503201e-14
"b1172",148.101234886848,-4.44058082298145,0.437385312714999,-10.1525604401695,3.22781759711007e-24,6.88060414419141e-23
"b1174",679.412807773187,0.891036328914864,0.304533042330885,2.92591018069798,0.00343450081166846,0.00725916912959521
"b1175",2973.51398605431,1.39574342021655,0.227893094707512,6.12455336572576,9.09383316706286e-10,5.05720738073065e-09
"b1176",1827.24038302853,1.5151895211116,0.209455726948779,7.23393694306636,4.69189689767808e-13,3.80555002675916e-12
"b1178",155.199402181395,3.10483263465656,0.420012660571289,7.39223582078086,1.4438016254981e-13,1.24737403164214e-12
"b1179",350.80248874971,0.958779406658328,0.24145072144128,3.970911335179,7.15982237955462e-05,0.000207884781205138
"b1180",674.627436112154,1.32030729110287,0.207391538198631,6.36625439287856,1.93700069848249e-10,1.18056852916131e-09
"b1181",398.249839946133,0.999861424098428,0.236625882166936,4.22549475544287,2.38416377851965e-05,7.57574737713883e-05
"b1183",257.703356529811,-3.05614958184109,0.299322069205145,-10.2102380554723,1.78426536927543e-24,3.86166004921754e-23
"b1184",413.787323084365,-3.41690012608036,0.266423710875619,-12.8250601827086,1.18694374531667e-37,4.70562183890964e-36
"b1185",945.682425915076,-0.78859936570576,0.212769934253412,-3.70634774350462,0.000210269546548256,0.000562398118825788
"b1187",3698.14724440509,0.723554870590397,0.179901651060804,4.02194680440062,5.77190950965435e-05,0.000170030834305234
"b1188",15186.3250250086,2.60175607819642,0.16741819125363,15.5404622324159,1.84646815571191e-54,1.13517650964202e-52
"b1189",9808.7532139691,1.33786256475881,0.279247903012081,4.7909493691021,1.65994013676121e-06,6.30390873781653e-06
"b1190",8623.50574774568,1.75060216005201,0.264838516322935,6.61007388335232,3.84128262415976e-11,2.53417121177072e-10
"b1191",910.846849764532,0.58942409749352,0.210610874923913,2.79864037270849,0.00513182580494847,0.0104158875907136
"b1192",459.655825379081,0.701338714227467,0.224341984273633,3.1262035793177,0.00177078920971819,0.00395977218114104
"b1193",491.805874147559,-0.517397647425885,0.226839939014325,-2.28089308114834,0.0225547744734572,0.0396015535250022
"b1194",93.1410402121826,-3.02242629348112,0.4879876176909,-6.19365365822783,5.87853243193551e-10,3.36458408971147e-09
"b1195",848.252077101946,2.53831328807607,0.244771405149743,10.3701381561429,3.39034239429433e-25,7.77396347924138e-24
"b1198",1605.65514157522,1.69704695015545,0.223857563899731,7.58092297884371,3.43105250477235e-14,3.19879664291084e-13
"b1199",910.56833475148,2.49402595394121,0.220146095497718,11.3289583823987,9.43197056397698e-30,2.75933925050968e-28
"b1200",1734.15991341752,2.24736477184588,0.26039060808219,8.63074435901513,6.09539810179014e-18,7.88313376457127e-17
"b1202",449.960174345184,-0.531854906718919,0.23658447006057,-2.24805502484062,0.0245726814501467,0.0427765090073032
"b1203",2576.23594214571,1.10082466177758,0.192916839365439,5.70621344097552,1.15517127756496e-08,5.69794948770998e-08
"b1205",31865.9900456487,3.44630478827446,0.208902358888362,16.4972037970915,3.84279772197988e-61,2.85985051519977e-59
"b1207",6366.75259118774,-0.613000776726855,0.1992175289247,-3.07704236688206,0.00209065583984004,0.00461183675122279
"b1209",835.002936546643,0.727221190246747,0.2118861817288,3.43213127120078,0.000598857613052999,0.00148083396914073
"b1212",583.323415430501,-0.67907327652648,0.270738691200247,-2.50822397610032,0.012133972758547,0.0227351203364649
"b1213",103.736060026726,-1.92199916935689,0.4113938093025,-4.67192049538995,2.98396468128307e-06,1.08465965535585e-05
"b1216",507.849823089471,-1.98035538158955,0.291001063952951,-6.80532007233393,1.00824819973555e-11,7.02297021884763e-11
"b1217",444.976838461045,1.1102784630963,0.234008196953149,4.74461355436448,2.08904764696597e-06,7.78028105217702e-06
"b1218",1088.02118754334,1.58162870328297,0.222672615998525,7.10293313881689,1.22136502861644e-12,9.52395303564514e-12
"b1219",1411.04017396177,1.05909183519478,0.256162602726855,4.1344514145341,3.55803512146281e-05,0.000108818925632626
"b1228",157.071711395517,-4.12470188472292,0.501816293229382,-8.21954555954902,2.04275749084828e-16,2.29850856132053e-15
"b1229",275.797892595604,-7.52062947520123,0.740642335570331,-10.1541987461599,3.17406637033466e-24,6.8001967388685e-23
"b1235",2743.21284735093,0.926843641842482,0.185801407321689,4.98835641345699,6.089514623698e-07,2.432365445737e-06
"b1237",23585.3178712304,0.993008248705995,0.172815260160911,5.74606807165866,9.13425461287972e-09,4.54782958542673e-08
"b1241",38388.2175078248,2.70658745637548,0.188283249187135,14.3750836469016,7.4180381090769e-47,3.74610924508383e-45
"b1242",321.899588241851,-0.591172756869822,0.270063073711362,-2.18901736081718,0.0285955782114027,0.0487942247678078
"b4711",29.9015429141247,1.45937093968935,0.658957693424646,2.21466560638348,0.0267830252499304,0.0459416065953113
"b1243",58190.4896732785,1.10877135322475,0.181676409876838,6.10300123156553,1.04095039824317e-09,5.74214771046494e-09
"b1244",5640.5241354986,0.82814300881925,0.225224595731586,3.67696523609792,0.000236025191502829,0.000626544970184606
"b1245",6668.96458161892,0.97465333458395,0.231355887370384,4.21278812336251,2.52237650063381e-05,7.97640346640627e-05
"b1246",10328.3989478838,1.09144207662788,0.214227930542208,5.0947702004377,3.49164521145775e-07,1.43662065829329e-06
"b1247",11400.0226141276,0.966839968594267,0.210374339206265,4.59580751265635,4.31076516471322e-06,1.52005534735773e-05
"b1249",1511.11065532456,0.728167815214965,0.184308192872865,3.95081631404878,7.78850854799035e-05,0.000224754103813436
"b1250",932.508840193261,1.3522386276358,0.200383021353268,6.74826948163364,1.49618870634342e-11,1.03537234784809e-10
"b1251",731.293033121755,1.17126951054731,0.231482095591216,5.05987086195946,4.19540521666846e-07,1.70631916865845e-06
"b1253",151.452728232896,-1.29299783812056,0.333895004426174,-3.87246835376494,0.000107738668383545,0.000303874621863694
"b1254",1145.27787699649,1.08338294657181,0.190181227491914,5.69658194375612,1.22233155953669e-08,5.9874485860908e-08
"b1255",1115.97358080759,0.859091117319688,0.202233396895447,4.24801803514101,2.15670036406559e-05,6.90991158940048e-05
"b1256",794.207302243746,2.46194515224972,0.291001583288872,8.46024658843794,2.66812737627514e-17,3.25235526728711e-16
"b1257",237.623892227032,1.51995058342299,0.321558825286638,4.72681967931718,2.2806362200834e-06,8.45669479509946e-06
"b1258",136.095536429519,1.27523715010999,0.365312790574371,3.49080892597539,0.000481560520460624,0.00121377286262268
"b1259",632.718331731372,2.27342551994169,0.308355328848063,7.37274600842681,1.67148758387846e-13,1.42378520699045e-12
"b1260",873.004993012906,1.80259630178978,0.226082979873195,7.97316234420132,1.54664788956696e-15,1.59632125244356e-14
"b1261",997.824905365372,1.90023090939313,0.21063443924072,9.0214635187054,1.85593049556554e-19,2.72417202843911e-18
"b1262",753.979402733009,2.05151638373476,0.204106553875472,10.0512028878133,9.07527970237258e-24,1.82451831741538e-22
"b1263",459.842903484655,2.20359342227096,0.228956862436111,9.62449170042176,6.30177142352486e-22,1.08667131620294e-20
"b1264",274.883320531124,2.43736115802815,0.284798456927834,8.55819650260872,1.14646832473211e-17,1.42619314765795e-16
"b1266",648.645049402531,0.640986331667176,0.211125293488249,3.0360470840641,0.0023970192981285,0.00522247347851109
"b1267",886.05672931944,1.04393702280028,0.205547474129172,5.07881221709511,3.79801874444618e-07,1.55213829614072e-06
"b1268",208.112667137633,-0.91824810992932,0.292314779479515,-3.14129895027655,0.00168200246985349,0.00377516109900449
"b1269",1547.67649563187,-0.918711224946852,0.210082367418782,-4.37310011418272,1.2249451503703e-05,4.11418632452162e-05
"b1270",393.151486489004,0.648698450561922,0.235436149607686,2.75530521393111,0.00586374075620696,0.011760750963513
"b1271",511.31788725413,0.874737330616723,0.222394392460636,3.93327062314106,8.3797802464872e-05,0.000240833521718148
"b1272",2184.61678120656,1.53844758224694,0.174963983540758,8.79293870151599,1.45697972381852e-18,1.97460319119431e-17
"b1273",1816.63283766139,1.70182702684165,0.18859489961086,9.02371713314165,1.81813047380534e-19,2.67795467704245e-18
"b1274",9574.40627767007,0.445816649961282,0.196537585605029,2.26835314267682,0.0233076912895919,0.0407716397733809
"b1275",5646.80167896539,2.6446588040147,0.201872817836194,13.1006186586283,3.26584689308059e-39,1.37165569509385e-37
"b4523",189.826823295166,-0.832782811975937,0.323944571818382,-2.57075711224707,0.0101476469453438,0.0193727805320199
"b1276",22364.9026206796,2.51799682866993,0.162909983374618,15.4563690727271,6.8343893093134e-54,3.97143554111061e-52
"b1277",2440.3773850365,0.940883887198609,0.194035740032118,4.84902362339469,1.24070646597325e-06,4.77160183921895e-06
"b1278",1220.55037847908,1.67786525840915,0.187327684573339,8.95684619297296,3.34097242826679e-19,4.77185354905984e-18
"b1279",1456.52724932603,1.31574439837053,0.181399119522392,7.25331193356822,4.06701957176172e-13,3.31774942757947e-12
"b1280",1667.80288842948,1.11742812946111,0.178242497048046,6.26914539443365,3.63035033020443e-10,2.15083046099542e-09
"b1281",664.923879751575,-1.46408399260375,0.268280862804907,-5.45728076649441,4.83481537174528e-08,2.19585511851643e-07
"b1282",183.183838398195,-1.64178015606355,0.371157032769157,-4.42341114706741,9.71545988357226e-06,3.31827542883362e-05
"b1283",7386.17623876342,1.1242294861077,0.169040487432273,6.65065217915991,2.91797119040167e-11,1.93709448977839e-10
"b1285",1282.63996931489,0.651383117976161,0.18746752825939,3.47464504399328,0.000511529735800935,0.00128093809874118
"b1287",626.414820073734,2.01347700688584,0.375042747505504,5.36866002683145,7.9323788287677e-08,3.48695865198265e-07
"b1288",10273.2116449114,1.75827213394361,0.180290495180607,9.75243942939006,1.80087870158224e-22,3.27868130991926e-21
"b1289",266.842717768825,0.893623421787141,0.2833420455161,3.15386804016125,0.00161121923019947,0.0036374624664748
"b1290",620.595940951384,0.908229556321641,0.217966555630806,4.16682987760751,3.08864819548644e-05,9.58452497823956e-05
"b1291",1202.19627474947,1.51697652464267,0.206481106953299,7.34680546334815,2.02999981910034e-13,1.71197996672438e-12
"b1292",586.498432148013,1.51404350529185,0.216810496894168,6.98325739288768,2.88413297269098e-12,2.15017435327858e-11
"b1293",660.08922710896,1.47434958865,0.214643077521369,6.86884294464714,6.47247152537344e-12,4.62225996812022e-11
"b1294",1730.38789406943,1.23469105627711,0.177396767001745,6.96005387891293,3.40142626343561e-12,2.50936525382502e-11
"b1296",724.749501469161,1.39385718744251,0.383574389956729,3.63386405333201,0.000279208017004846,0.000731391708515632
"b1297",1373.33816716013,1.12107674007337,0.387378579218067,2.8940080846398,0.00380358368546372,0.00799544201870026
"b1300",1874.3411542978,1.36768211756103,0.400896604646647,3.41155824646236,0.000645926995478153,0.00158657922108762
"b1301",1334.93321426387,1.80018869993778,0.416594613780744,4.32120013170701,1.55182841270117e-05,5.10694811999873e-05
"b1302",1461.60005966552,1.77313477726626,0.408660897884244,4.3388902301304,1.43204023812506e-05,4.74958146217866e-05
"b1303",357.298279803636,0.833415682260187,0.251364121694163,3.31557135777002,0.000914559887492067,0.00218198146385903
"b1304",1628.59746097728,-0.892362537065828,0.289713453842521,-3.08015566840361,0.00206892428944079,0.0045734115871849
"b1306",279.16040025586,-0.683793045769734,0.310272178671389,-2.20384904859273,0.0275349618140167,0.0471741954826571
"b1308",2634.17069259967,0.797169793634095,0.232926253818975,3.4224128047568,0.000620680018995539,0.00152899224191584
"b1309",111.096880633142,-4.3100325045493,0.483622016114931,-8.91198572631779,5.01265891851715e-19,7.06435187121254e-18
"b1310",49.3649442133569,-2.59020398447482,0.598398753641321,-4.32855845489842,1.50088498874219e-05,4.95467246867266e-05
"b1311",33.802515766862,-2.13649782198859,0.640244477321749,-3.33700312562776,0.000846869957803929,0.00203421424745428
"b1319",7.24465440310935,-6.0471671426374,1.99553666634772,-3.0303462946161,0.00244273485337127,0.00531661428835349
"b1321",1247.94329305069,2.26255013388319,0.194567153954971,11.6286335483265,2.94778448193832e-31,9.47310740331998e-30
"b1322",681.862698752673,2.06990644184583,0.224257826796469,9.23002987862016,2.70556420535936e-20,4.28246393997553e-19
"b1323",3179.25329211934,1.18451418348773,0.182386832368821,6.49451590393552,8.33008302824206e-11,5.29778293940072e-10
"b1324",8364.91009076932,0.943375452208939,0.193330499118198,4.87959973471222,1.06301357303179e-06,4.12184970457115e-06
"b1325",1573.29383413293,0.677794080543137,0.179451560062655,3.77703086173499,0.00015870907209949,0.000434912069667983
"b1326",1135.85076419665,0.843603657080187,0.21277731589129,3.9647255326371,7.34804450991261e-05,0.00021291260116837
"b1327",178.109052542826,0.790377554945443,0.299174130504164,2.64186463453077,0.00824510018375857,0.0161178410043797
"b1329",1323.7646475931,-1.26177026848876,0.209140131938352,-6.03313317627958,1.60810778500839e-09,8.65684419290049e-09
"b1332",2441.93780392091,0.751211065603155,0.181485661782317,4.13923093552259,3.48472033413474e-05,0.000106820562026308
"b1333",14391.2663968667,1.9851242760818,0.230741187152039,8.60325068351916,7.74894713344251e-18,9.84162686828237e-17
"b1334",9092.96911559837,1.27748172500092,0.163150515789933,7.83008082331629,4.87556435971134e-15,4.82101259065163e-14
"b1341",1077.25122636846,0.960880718548184,0.23850324151682,4.02879521652295,5.60634270689048e-05,0.000165844531120149
"b1342",933.736326383406,0.947694368659566,0.192143203332678,4.93222946334833,8.12963333957254e-07,3.20203385575364e-06
"b4743",116.224547017593,0.885573578933251,0.376461690918431,2.35236041354638,0.018654689900168,0.0334459824837332
"b1353",57.3507953223532,-2.07874297464011,0.645487453919152,-3.22042351407263,0.0012800134391711,0.00295903481138485
"b1356",1161.13586421636,0.956995581239019,0.195606894255501,4.8924430035119,9.95919625457556e-07,3.87231077102746e-06
